1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
0,2,3,3,0,0,0,0,0,0,0,0,0,3,4,0,0,2,0,3,0,0,2,0,0,2,3,1,4,2,4,0,4,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,5,0,0,2,3,0,0,4,4,2,2,4,0,2,4,0,0,0,0,
0,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,2,3,3,0,0,2,0,0,2,0,1,4,0,4,0,4,0,3,2,0,3,5,0,0,0,0,0,3,0,5,0,4,0,5,0,0,2,3,3,0,4,4,2,2,4,0,2,0,0,0,0,0,
0,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,2,3,3,0,0,0,0,3,2,0,1,4,0,5,0,4,0,3,2,0,0,5,0,0,0,0,0,3,0,5,1,4,0,5,0,0,0,0,3,0,0,4,2,2,5,3,2,0,0,0,0,0,
0,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,0,3,3,1,0,3,0,3,3,0,0,4,0,6,3,4,0,3,2,0,0,0,0,0,0,0,3,3,0,5,1,4,0,5,0,0,0,0,0,0,0,0,2,2,5,3,2,0,0,0,5,0,
0,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,0,3,3,1,0,3,0,3,3,4,0,4,0,6,3,0,0,3,2,0,0,0,0,0,0,0,3,3,0,5,1,4,0,6,0,0,0,0,0,0,0,5,3,2,5,3,2,0,0,0,5,0,
0,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,0,3,3,1,0,3,0,3,3,4,2,5,0,6,3,0,0,3,2,0,0,6,0,0,0,0,3,0,1,0,1,4,0,6,0,0,0,0,0,0,0,5,3,2,0,3,2,0,0,0,5,3,
0,2,0,3,0,4,0,0,3,0,3,0,0,0,4,0,0,0,3,0,1,0,3,0,3,3,4,2,5,0,6,3,0,0,3,2,0,0,6,0,0,0,0,3,0,1,0,1,0,0,6,0,0,0,0,4,0,0,5,3,2,0,3,3,0,0,0,5,3,
0,0,0,3,0,4,0,0,3,0,3,0,0,0,0,0,0,3,4,4,0,0,3,0,3,3,4,2,5,0,6,3,0,0,3,2,0,4,6,0,1,0,0,3,4,1,0,1,5,0,6,0,0,0,0,4,0,0,5,3,2,0,0,3,0,0,0,5,3,
0,0,0,3,2,0,0,0,3,3,0,0,0,0,0,0,0,3,4,4,2,0,3,0,3,3,4,2,5,0,0,3,0,0,0,3,0,4,0,0,1,0,0,3,4,1,0,1,5,0,6,0,0,0,0,0,0,5,5,3,0,0,0,3,0,0,0,5,3,
4,0,0,0,2,5,0,0,3,3,0,0,0,0,0,0,0,3,4,4,2,0,3,3,0,4,0,2,5,0,0,4,0,0,4,3,0,4,0,0,1,0,0,3,4,1,0,1,5,0,6,0,0,0,0,0,0,5,5,3,0,6,4,3,0,0,0,5,3,
4,0,0,0,2,5,2,0,3,3,0,0,0,0,0,0,0,3,4,4,2,0,3,3,0,5,0,2,6,0,0,4,0,0,4,3,0,4,0,0,1,0,0,4,0,0,0,1,5,0,6,0,0,0,0,0,0,5,5,0,0,6,4,3,0,0,0,5,3,
4,0,0,4,2,5,2,0,3,3,0,0,0,0,0,0,0,3,4,4,2,0,0,3,0,5,0,2,6,0,0,4,0,0,4,3,0,4,0,0,0,0,0,4,5,0,0,0,5,0,6,0,0,0,0,0,0,5,6,0,0,6,4,3,0,0,0,6,4,
4,0,0,4,2,5,2,0,4,3,0,0,2,0,0,0,0,3,4,4,2,0,0,3,0,5,0,2,6,0,0,4,0,0,4,3,0,4,0,0,0,0,0,4,5,0,0,2,5,0,0,0,0,0,0,0,0,5,6,0,0,6,4,0,0,0,0,6,4,
0,0,0,4,3,5,2,0,4,3,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,5,0,2,6,0,0,4,5,0,4,4,0,5,0,0,0,0,0,4,5,0,0,2,5,0,0,0,0,0,0,0,0,5,6,0,0,6,0,0,0,0,0,6,4,
5,0,0,4,4,5,2,0,4,4,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,5,0,2,6,0,0,4,5,3,4,4,0,5,0,0,0,0,0,4,5,0,0,2,5,0,7,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,0,6,4,
5,0,0,4,4,5,2,0,4,4,0,0,2,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,6,0,0,5,5,3,4,4,0,5,0,3,0,0,0,4,5,0,0,2,6,0,7,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,0,6,4,
5,0,0,4,4,5,2,0,4,4,0,0,2,0,0,0,1,0,0,0,3,0,0,4,0,0,0,3,0,0,0,5,5,3,4,4,0,5,0,3,0,0,0,5,5,0,0,2,6,0,7,0,0,0,0,0,0,0,6,0,0,7,5,0,0,0,0,6,4,
5,0,0,4,4,0,2,0,4,4,0,0,2,4,5,0,1,4,0,0,0,2,0,4,0,0,0,3,7,0,0,5,5,3,4,0,0,5,0,0,0,0,0,6,5,0,0,2,6,0,7,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,
5,0,0,0,4,6,3,0,4,4,0,0,2,4,5,0,1,4,0,0,0,2,0,4,0,0,0,3,7,0,7,5,5,3,4,0,0,5,0,0,0,0,1,6,5,0,0,2,6,0,7,0,0,0,0,0,0,6,0,0,0,7,5,0,0,0,0,0,0,
5,0,0,0,5,6,3,0,5,4,0,0,2,4,5,0,1,5,0,0,0,2,0,4,0,0,0,3,7,0,7,5,5,0,5,0,0,0,0,0,0,0,1,6,0,0,0,2,6,0,7,0,0,0,0,5,0,6,0,0,0,7,5,0,0,0,0,0,0,
0,3,0,0,5,6,3,0,5,4,0,0,0,4,5,0,1,5,0,0,0,2,4,4,0,0,0,3,7,0,7,5,5,0,5,0,0,0,0,0,2,0,1,6,6,0,6,0,6,0,0,0,0,3,0,5,0,6,0,0,0,7,5,0,0,0,0,0,0,
6,3,0,0,5,0,3,0,5,5,0,0,3,4,5,0,0,5,0,0,0,2,4,0,0,0,0,3,7,0,7,0,6,0,5,0,0,0,0,0,2,0,1,6,6,0,6,0,6,0,0,0,0,3,0,5,0,6,0,0,0,0,0,4,0,0,0,0,0,
6,3,0,0,5,0,3,0,5,5,0,0,3,0,5,0,2,5,0,0,0,2,4,5,0,0,0,3,7,0,7,6,6,0,0,0,0,0,0,0,2,0,1,6,0,0,6,0,6,0,0,0,0,3,0,5,0,6,0,0,0,0,6,4,0,0,0,0,0,
6,3,0,0,0,0,3,0,5,5,0,0,3,0,0,0,2,5,0,0,0,2,4,5,0,0,0,0,7,0,7,6,6,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,7,0,0,0,0,3,0,5,0,6,0,0,0,0,6,4,0,0,0,0,0,
6,3,0,0,0,0,0,0,5,5,0,0,3,0,6,0,2,5,0,0,0,0,4,5,0,0,0,0,8,0,0,6,6,0,0,0,0,0,0,0,2,0,2,7,0,2,0,0,7,0,0,0,0,3,0,5,0,6,0,0,0,0,6,4,0,0,0,0,0,
6,3,0,0,0,7,0,2,0,6,0,0,3,0,6,0,2,0,0,0,0,3,4,5,0,0,0,0,8,0,8,6,6,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,7,0,0,0,0,4,0,0,0,6,0,0,0,8,6,4,5,0,0,0,5,
6,0,0,5,0,7,0,2,6,6,0,0,3,5,6,3,2,0,0,0,0,3,5,5,0,0,0,0,8,0,8,6,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,8,6,4,5,0,0,0,5,
6,0,0,5,0,7,0,2,6,6,0,0,3,5,6,3,2,0,0,0,0,3,5,5,0,0,5,0,8,0,8,6,0,0,0,0,0,0,0,4,0,0,2,8,7,2,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,8,6,5,5,0,0,0,5,
6,4,0,5,0,0,0,2,6,6,0,0,0,5,6,3,0,0,0,0,0,3,5,0,0,0,5,0,8,0,8,6,0,0,0,0,0,0,0,4,0,0,2,8,7,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,8,6,5,0,0,0,0,5,
0,4,0,5,0,0,4,2,6,6,0,0,0,5,6,3,0,0,0,0,0,3,5,6,0,0,5,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,7,5,0,0,0,0,5,
7,4,0,5,0,8,4,2,6,6,4,0,0,5,0,3,0,0,0,0,0,0,5,6,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,9,7,5,0,0,0,0,5,
7,4,0,5,0,8,4,3,6,6,4,0,0,6,0,3,0,0,0,0,0,0,5,6,0,0,5,0,0,0,8,0,0,4,0,0,0,0,7,0,0,0,0,8,8,0,7,0,0,0,0,0,0,5,0,0,0,7,0,0,0,9,7,5,6,0,0,0,0,
7,4,0,6,0,8,4,3,6,0,4,0,0,6,0,4,0,0,0,0,0,0,0,6,0,6,5,0,9,0,9,0,0,4,0,0,0,0,7,0,0,0,0,8,8,0,7,0,0,0,8,0,0,5,0,6,0,7,0,0,0,9,7,5,6,0,0,0,6,
7,0,0,6,0,8,4,3,6,0,4,0,0,6,0,4,0,0,0,0,0,0,0,6,0,6,6,0,9,0,9,7,0,4,0,0,0,6,7,0,0,2,0,9,8,0,7,0,0,0,8,0,0,5,0,6,0,7,0,0,0,9,7,0,6,0,0,0,6,
7,0,0,6,0,0,4,3,6,0,4,0,0,6,0,4,0,0,0,0,0,4,0,6,0,6,6,0,9,0,9,7,0,4,0,0,0,6,7,0,0,2,0,9,8,0,7,0,0,0,8,0,0,5,0,6,0,7,0,0,0,9,7,0,6,0,0,0,6,
7,0,4,6,0,9,0,3,0,0,4,0,0,6,0,4,0,0,0,0,0,4,6,6,0,6,6,0,9,0,9,7,0,4,0,0,1,6,7,0,0,2,0,9,8,0,7,0,0,0,8,0,0,5,0,6,0,7,0,0,0,9,0,0,6,0,0,0,6,
8,0,4,6,0,9,5,3,0,0,4,0,0,0,0,4,0,0,0,0,4,4,6,6,0,6,6,0,9,0,9,0,0,4,6,0,1,6,7,5,0,2,0,9,8,0,7,0,0,0,8,0,0,6,0,6,0,8,0,0,0,10,8,0,6,0,0,7,6,
8,0,4,6,0,9,5,0,0,0,5,0,0,0,0,4,0,0,0,0,4,4,6,6,0,6,6,0,9,0,9,0,0,4,6,0,1,6,7,5,0,2,0,9,8,0,7,0,0,0,9,0,0,6,0,6,0,8,0,0,0,10,8,0,6,0,0,7,0,
8,0,4,6,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,10,0,9,0,0,5,6,0,1,6,7,5,0,0,0,10,9,0,8,0,0,0,9,0,0,6,0,7,0,8,0,0,0,10,8,0,0,0,0,7,0,
8,0,4,0,0,0,5,0,0,0,5,0,4,0,0,0,0,0,0,0,4,4,0,0,0,7,0,0,10,0,10,0,0,5,6,0,1,0,7,0,0,0,0,10,9,0,8,0,0,0,9,0,0,6,0,7,0,8,0,0,0,10,8,0,7,0,0,7,7,
8,0,5,0,0,10,5,4,0,0,5,0,4,0,0,0,0,0,0,0,4,5,7,0,0,7,0,0,10,0,10,0,0,5,0,5,1,0,7,6,3,0,0,10,9,0,8,0,0,0,9,0,0,6,0,7,0,8,7,0,0,10,8,0,7,0,0,7,7,
8,0,5,7,0,10,5,4,0,0,5,0,4,0,0,0,0,0,0,0,4,6,7,0,4,7,0,0,10,0,10,8,7,5,0,5,1,0,8,6,3,0,0,10,9,0,8,0,0,0,9,0,0,6,0,7,0,8,7,0,0,10,8,0,7,0,0,7,7,
8,0,5,7,0,10,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,6,7,0,4,7,0,4,10,0,10,8,7,5,7,5,1,0,8,6,3,0,0,10,9,0,8,0,0,0,9,0,0,0,0,7,0,9,7,0,0,10,9,0,7,0,0,8,7,
0,0,5,7,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,5,6,7,0,4,0,0,4,10,3,10,8,7,5,7,5,2,0,8,6,3,0,0,11,0,0,9,0,0,0,0,0,0,0,0,7,0,9,7,0,0,0,9,0,7,0,0,8,7,
0,0,5,7,0,0,0,4,0,0,0,0,4,0,7,0,0,0,0,0,5,6,7,0,4,0,0,4,0,3,0,8,7,0,7,5,2,0,8,7,3,0,0,11,0,0,9,0,0,0,0,0,0,0,0,7,0,9,7,0,0,0,9,0,7,0,0,8,7,
0,0,5,7,0,0,0,4,0,0,0,0,5,0,7,5,0,0,0,0,5,6,7,0,4,0,0,4,0,3,0,8,7,0,7,5,2,0,8,7,3,0,0,11,0,0,9,0,0,0,0,0,0,0,0,7,0,9,8,0,0,0,9,0,7,0,0,8,7,
0,0,0,7,0,11,0,4,0,0,0,0,5,0,7,5,0,0,0,0,0,6,0,0,4,0,0,4,0,3,11,8,0,0,0,6,2,0,8,7,3,0,0,11,10,0,9,3,0,0,0,0,0,0,0,0,0,9,8,0,0,0,9,0,0,0,0,8,0,
0,0,0,0,0,11,0,0,7,7,0,0,5,7,7,5,0,0,0,5,0,0,0,0,5,8,0,4,0,3,11,8,8,0,0,6,2,0,9,7,3,0,0,11,10,0,9,3,0,0,0,0,0,0,0,8,0,9,8,0,0,0,9,0,0,0,0,8,0,
0,0,0,0,0,11,0,0,7,7,0,0,5,7,7,5,0,0,0,5,0,0,0,0,5,8,0,5,0,3,11,8,8,0,0,6,2,0,9,7,0,0,0,11,10,0,10,3,0,0,0,0,0,0,0,8,0,9,8,0,0,0,0,0,0,0,0,9,0,
0,0,0,8,0,11,0,5,7,7,0,0,5,7,7,0,0,0,0,5,0,0,0,0,5,8,0,5,0,3,11,9,8,0,0,6,0,0,9,7,0,0,3,12,10,0,10,3,0,0,0,0,0,0,0,8,0,9,8,0,0,0,0,0,0,0,0,9,8,
0,0,0,8,0,11,0,5,7,7,0,0,5,7,7,0,0,0,0,5,0,0,0,0,5,8,0,5,0,0,0,9,8,0,0,6,0,0,9,7,4,0,3,12,10,3,10,4,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,9,8,
0,0,0,8,0,11,0,5,7,7,0,0,0,7,0,0,0,6,0,5,0,7,0,0,5,8,0,5,0,4,0,9,8,0,0,7,0,0,9,0,4,0,3,12,10,3,10,4,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,9,8,
0,0,0,8,0,12,0,5,7,7,0,0,0,7,8,0,0,6,0,5,0,7,0,0,6,8,0,5,0,4,0,9,8,0,0,7,0,0,9,8,4,3,3,12,10,0,10,4,0,0,0,0,0,0,0,8,0,0,9,0,0,0,10,0,0,0,0,9,8,
0,0,6,8,0,12,0,5,7,7,0,0,0,0,8,0,3,6,0,6,0,7,0,0,6,8,0,5,0,4,0,9,0,0,0,7,0,0,9,8,4,3,3,12,10,0,10,4,0,0,0,0,0,0,4,9,0,0,9,0,0,0,10,0,0,0,0,9,8,
9,0,6,8,0,12,0,6,8,8,0,0,0,8,8,0,3,6,5,6,0,7,0,0,6,8,0,0,0,4,0,9,0,0,0,7,0,0,10,8,4,3,3,12,10,4,10,4,0,0,0,0,0,0,4,9,0,0,9,0,0,0,10,0,0,0,0,9,8,
9,0,6,8,0,12,0,6,8,8,0,0,0,8,8,0,0,6,5,6,0,7,0,0,6,8,0,0,11,4,0,0,0,0,0,8,0,0,10,0,4,3,3,0,11,4,0,4,0,0,0,0,0,0,4,9,0,0,0,0,0,0,10,0,0,0,0,0,0,
9,0,6,0,0,12,0,6,8,8,0,0,0,8,8,0,0,6,5,6,0,0,0,0,6,9,0,0,11,4,0,0,0,0,0,8,0,0,10,0,0,0,0,0,11,4,0,5,0,0,0,0,0,0,4,9,0,0,0,0,0,0,10,0,0,0,0,0,0,
9,5,6,0,0,12,0,6,8,8,0,0,0,8,0,0,4,7,5,6,0,0,0,0,6,9,0,0,11,0,0,0,0,6,0,8,0,7,10,9,0,4,4,0,11,4,0,5,0,0,0,0,0,0,4,9,0,0,0,0,0,0,11,0,0,0,0,10,0,
9,5,0,0,0,0,0,6,8,8,0,0,0,8,0,0,4,7,5,6,0,0,0,0,6,9,7,0,11,0,0,0,0,6,0,8,0,7,10,9,0,4,4,0,11,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,10,0,
9,5,7,0,0,0,0,6,8,8,0,0,0,8,0,0,4,7,5,0,0,0,0,0,7,9,7,0,11,0,12,0,0,6,0,8,0,7,10,9,0,4,4,0,11,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,10,0,
9,5,7,0,0,0,0,6,8,9,6,0,0,8,0,0,4,7,5,0,0,0,0,0,7,9,7,0,11,0,12,0,0,6,0,8,0,8,0,9,0,4,4,0,11,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,11,11,0,0,0,0,10,0,
9,5,7,0,0,0,0,7,0,9,6,0,0,8,9,0,0,7,0,7,0,0,0,0,7,10,7,0,12,0,12,0,0,6,0,8,0,8,0,9,0,4,4,0,11,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,
9,5,0,9,0,0,0,7,0,9,6,3,0,8,9,0,0,7,0,7,0,0,0,0,7,10,7,0,12,0,12,0,0,6,0,9,0,8,0,9,0,0,4,0,12,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,11,12,0,0,0,0,11,0,
10,0,0,9,0,0,0,7,0,0,6,3,0,0,9,0,5,8,0,7,0,8,0,0,7,10,7,0,12,0,0,0,9,6,0,9,0,8,0,9,0,0,4,0,12,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,3,11,12,0,0,0,0,11,0,
10,0,0,9,0,0,0,7,0,0,6,3,0,0,9,6,5,8,0,7,0,8,0,0,7,10,7,0,12,0,0,10,9,7,0,9,0,8,0,0,0,0,0,0,12,0,0,0,8,0,0,1,0,0,6,0,0,0,0,0,3,11,12,0,0,0,0,11,0,
10,6,0,9,0,0,0,7,0,0,6,3,0,0,9,6,5,8,0,7,0,8,0,0,0,10,7,0,12,0,0,10,9,7,0,9,0,8,0,0,5,0,5,0,12,0,0,0,8,0,0,1,0,0,6,0,0,0,0,0,3,0,12,0,0,0,0,11,0,
10,6,0,9,0,0,0,7,0,0,7,3,0,0,9,6,5,0,0,7,0,8,0,0,0,10,8,0,13,0,0,10,9,7,0,9,0,8,0,0,5,0,5,0,12,0,0,0,0,3,0,1,0,0,6,10,0,0,10,0,3,12,12,0,0,0,0,12,0,
10,6,0,9,0,0,0,0,0,0,8,3,0,0,9,6,5,0,0,7,0,8,0,0,0,10,8,0,13,0,0,10,9,7,0,9,0,8,0,0,5,5,5,0,0,0,0,6,0,3,0,2,0,0,6,10,0,0,10,0,3,12,12,0,0,1,0,12,0,
0,6,0,10,0,0,0,0,0,0,8,0,0,0,0,6,5,0,0,0,0,8,0,0,0,11,8,0,13,0,0,10,9,7,0,0,0,9,0,0,5,5,5,0,0,0,0,6,0,3,0,2,0,0,6,10,0,0,10,0,3,12,12,0,0,1,0,12,0,
0,6,0,10,0,0,0,0,0,0,8,0,0,0,10,6,5,0,0,8,0,8,8,0,0,11,8,0,13,0,0,11,10,7,8,0,0,9,0,0,5,5,0,0,0,0,0,6,9,3,0,2,0,0,7,10,0,0,10,0,4,12,13,0,0,1,0,12,0,
0,6,0,10,0,0,0,0,0,0,8,4,0,0,10,0,0,0,0,8,0,9,8,0,0,11,8,0,13,0,0,11,10,7,8,0,0,9,0,0,5,5,0,0,0,0,0,6,9,3,0,2,0,0,7,10,0,0,0,0,4,0,13,0,0,1,1,12,0,
0,0,0,10,0,0,0,0,0,0,8,4,0,0,10,0,0,0,0,8,0,9,8,0,0,11,8,0,13,0,0,11,10,7,8,0,0,9,0,0,5,5,0,0,13,0,0,6,9,3,0,2,0,0,7,10,0,0,11,0,4,0,13,0,0,1,1,0,0,
0,0,0,10,0,0,0,0,0,0,8,4,0,0,10,0,0,0,6,8,0,9,8,7,0,11,8,0,13,0,0,11,10,7,8,0,0,9,0,0,5,5,0,13,13,0,0,6,9,3,0,2,0,0,7,10,0,0,11,4,4,0,13,6,0,1,1,0,0,
0,0,0,0,0,0,0,0,0,0,8,4,0,0,10,7,0,0,6,8,0,9,8,7,0,11,0,0,13,0,0,11,10,8,8,0,0,9,0,0,0,6,0,13,13,0,0,0,9,4,0,0,2,0,0,11,0,0,11,4,4,0,13,6,0,1,1,0,0,
0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,7,0,0,0,8,0,9,0,7,0,11,0,6,14,0,0,11,0,8,0,0,0,9,0,0,6,6,0,13,13,0,0,7,0,4,0,0,2,0,0,11,0,0,11,4,4,0,13,6,0,2,1,0,0,
0,0,0,0,0,0,0,0,0,0,8,0,6,0,10,0,0,0,0,8,0,9,0,7,0,0,0,6,14,0,0,12,0,8,0,0,0,0,0,0,6,6,0,13,0,0,0,7,0,4,0,0,2,0,0,11,0,0,12,4,0,0,13,6,0,2,1,0,0,
0,0,0,0,6,0,0,0,0,0,9,5,6,0,0,0,0,0,7,0,0,0,0,7,0,0,0,6,14,0,0,12,0,8,0,0,0,0,0,0,6,6,0,13,0,0,0,7,0,4,0,0,2,0,0,11,0,0,12,4,0,0,13,6,0,2,0,0,0,
